fold	simulation	elimination	n features	NMI score	Accuracy score	ROC AUC score
3	0	0.2	46	1.0	1.0	1.0
3	0	0.2	36	1.0	1.0	1.0
3	0	0.2	28	1.0	1.0	1.0
3	0	0.2	22	1.0	1.0	1.0
3	0	0.2	17	1.0	1.0	1.0
3	0	0.2	13	1.0	1.0	1.0
3	0	0.2	10	1.0	1.0	1.0
3	0	0.2	8	1.0	1.0	1.0
3	0	0.2	6	1.0	1.0	1.0
3	0	0.2	4	1.0	1.0	1.0
3	0	0.2	3	1.0	1.0	1.0
3	0	0.2	2	0.9080481053031485	0.9861111111111112	0.986842105263158
3	0	0.2	1	0.9076099490428523	0.9861111111111112	0.9874999999999999
4	0	0.2	20000	1.0	1.0	1.0
4	0	0.2	16000	1.0	1.0	1.0
4	0	0.2	12800	1.0	1.0	1.0
4	0	0.2	10240	1.0	1.0	1.0
4	0	0.2	8192	1.0	1.0	1.0
4	0	0.2	6553	1.0	1.0	1.0
4	0	0.2	5242	1.0	1.0	1.0
4	0	0.2	4193	1.0	1.0	1.0
4	0	0.2	3354	1.0	1.0	1.0
4	0	0.2	2683	1.0	1.0	1.0
4	0	0.2	2146	1.0	1.0	1.0
4	0	0.2	1716	1.0	1.0	1.0
4	0	0.2	1372	1.0	1.0	1.0
4	0	0.2	1097	1.0	1.0	1.0
4	0	0.2	877	1.0	1.0	1.0
4	0	0.2	701	1.0	1.0	1.0
4	0	0.2	560	1.0	1.0	1.0
4	0	0.2	448	1.0	1.0	1.0
4	0	0.2	358	1.0	1.0	1.0
4	0	0.2	286	1.0	1.0	1.0
4	0	0.2	228	1.0	1.0	1.0
4	0	0.2	182	1.0	1.0	1.0
4	0	0.2	145	1.0	1.0	1.0
4	0	0.2	116	1.0	1.0	1.0
4	0	0.2	92	1.0	1.0	1.0
4	0	0.2	73	1.0	1.0	1.0
4	0	0.2	58	1.0	1.0	1.0
4	0	0.2	46	1.0	1.0	1.0
4	0	0.2	36	1.0	1.0	1.0
4	0	0.2	28	1.0	1.0	1.0
4	0	0.2	22	1.0	1.0	1.0
4	0	0.2	17	1.0	1.0	1.0
4	0	0.2	13	1.0	1.0	1.0
4	0	0.2	10	1.0	1.0	1.0
4	0	0.2	8	1.0	1.0	1.0
4	0	0.2	6	1.0	1.0	1.0
4	0	0.2	4	1.0	1.0	1.0
4	0	0.2	3	1.0	1.0	1.0
4	0	0.2	2	1.0	1.0	1.0
4	0	0.2	1	0.8363829788038237	0.9722222222222222	0.9787234042553192
5	0	0.2	20000	1.0	1.0	1.0
5	0	0.2	16000	1.0	1.0	1.0
5	0	0.2	12800	1.0	1.0	1.0
5	0	0.2	10240	1.0	1.0	1.0
5	0	0.2	8192	1.0	1.0	1.0
5	0	0.2	6553	1.0	1.0	1.0
5	0	0.2	5242	1.0	1.0	1.0
5	0	0.2	4193	1.0	1.0	1.0
5	0	0.2	3354	1.0	1.0	1.0
5	0	0.2	2683	1.0	1.0	1.0
5	0	0.2	2146	1.0	1.0	1.0
5	0	0.2	1716	1.0	1.0	1.0
5	0	0.2	1372	1.0	1.0	1.0
5	0	0.2	1097	1.0	1.0	1.0
5	0	0.2	877	1.0	1.0	1.0
5	0	0.2	701	1.0	1.0	1.0
5	0	0.2	560	1.0	1.0	1.0
5	0	0.2	448	1.0	1.0	1.0
5	0	0.2	358	1.0	1.0	1.0
5	0	0.2	286	1.0	1.0	1.0
5	0	0.2	228	1.0	1.0	1.0
5	0	0.2	182	1.0	1.0	1.0
5	0	0.2	145	1.0	1.0	1.0
5	0	0.2	116	1.0	1.0	1.0
5	0	0.2	92	1.0	1.0	1.0
5	0	0.2	73	1.0	1.0	1.0
5	0	0.2	58	1.0	1.0	1.0
5	0	0.2	46	1.0	1.0	1.0
5	0	0.2	36	1.0	1.0	1.0
5	0	0.2	28	1.0	1.0	1.0
5	0	0.2	22	1.0	1.0	1.0
5	0	0.2	17	1.0	1.0	1.0
5	0	0.2	13	1.0	1.0	1.0
5	0	0.2	10	1.0	1.0	1.0
5	0	0.2	8	1.0	1.0	1.0
5	0	0.2	6	1.0	1.0	1.0
5	0	0.2	4	1.0	1.0	1.0
5	0	0.2	3	1.0	1.0	1.0
5	0	0.2	2	0.9056127392255152	0.9861111111111112	0.9886363636363636
5	0	0.2	1	0.8421971568491131	0.9722222222222222	0.9761904761904762
6	0	0.2	20000	1.0	1.0	1.0
6	0	0.2	16000	1.0	1.0	1.0
6	0	0.2	12800	1.0	1.0	1.0
6	0	0.2	10240	1.0	1.0	1.0
6	0	0.2	8192	1.0	1.0	1.0
6	0	0.2	6553	1.0	1.0	1.0
6	0	0.2	5242	1.0	1.0	1.0
6	0	0.2	4193	1.0	1.0	1.0
6	0	0.2	3354	1.0	1.0	1.0
6	0	0.2	2683	1.0	1.0	1.0
6	0	0.2	2146	1.0	1.0	1.0
6	0	0.2	1716	1.0	1.0	1.0
6	0	0.2	1372	1.0	1.0	1.0
6	0	0.2	1097	1.0	1.0	1.0
6	0	0.2	877	1.0	1.0	1.0
6	0	0.2	701	1.0	1.0	1.0
6	0	0.2	560	1.0	1.0	1.0
6	0	0.2	448	1.0	1.0	1.0
6	0	0.2	358	1.0	1.0	1.0
6	0	0.2	286	1.0	1.0	1.0
6	0	0.2	228	1.0	1.0	1.0
6	0	0.2	182	1.0	1.0	1.0
6	0	0.2	145	1.0	1.0	1.0
6	0	0.2	116	1.0	1.0	1.0
6	0	0.2	92	1.0	1.0	1.0
6	0	0.2	73	1.0	1.0	1.0
6	0	0.2	58	1.0	1.0	1.0
6	0	0.2	46	1.0	1.0	1.0
6	0	0.2	36	1.0	1.0	1.0
6	0	0.2	28	1.0	1.0	1.0
6	0	0.2	22	1.0	1.0	1.0
6	0	0.2	17	1.0	1.0	1.0
6	0	0.2	13	1.0	1.0	1.0
6	0	0.2	10	1.0	1.0	1.0
6	0	0.2	8	1.0	1.0	1.0
6	0	0.2	6	1.0	1.0	1.0
6	0	0.2	4	1.0	1.0	1.0
6	0	0.2	3	1.0	1.0	1.0
6	0	0.2	2	0.9029947722401417	0.9861111111111112	0.9893617021276595
6	0	0.2	1	0.8413799226470737	0.9722222222222222	0.9767441860465117
7	0	0.2	20000	1.0	1.0	1.0
7	0	0.2	16000	1.0	1.0	1.0
7	0	0.2	12800	1.0	1.0	1.0
7	0	0.2	10240	1.0	1.0	1.0
7	0	0.2	8192	1.0	1.0	1.0
7	0	0.2	6553	1.0	1.0	1.0
7	0	0.2	5242	1.0	1.0	1.0
7	0	0.2	4193	1.0	1.0	1.0
7	0	0.2	3354	1.0	1.0	1.0
7	0	0.2	2683	1.0	1.0	1.0
7	0	0.2	2146	1.0	1.0	1.0
7	0	0.2	1716	1.0	1.0	1.0
7	0	0.2	1372	1.0	1.0	1.0
7	0	0.2	1097	1.0	1.0	1.0
7	0	0.2	877	1.0	1.0	1.0
7	0	0.2	701	1.0	1.0	1.0
7	0	0.2	560	1.0	1.0	1.0
7	0	0.2	448	1.0	1.0	1.0
7	0	0.2	358	1.0	1.0	1.0
7	0	0.2	286	1.0	1.0	1.0
7	0	0.2	228	1.0	1.0	1.0
7	0	0.2	182	1.0	1.0	1.0
7	0	0.2	145	1.0	1.0	1.0
7	0	0.2	116	1.0	1.0	1.0
7	0	0.2	92	1.0	1.0	1.0
7	0	0.2	73	1.0	1.0	1.0
7	0	0.2	58	1.0	1.0	1.0
7	0	0.2	46	1.0	1.0	1.0
7	0	0.2	36	1.0	1.0	1.0
7	0	0.2	28	1.0	1.0	1.0
7	0	0.2	22	1.0	1.0	1.0
7	0	0.2	17	1.0	1.0	1.0
7	0	0.2	13	1.0	1.0	1.0
7	0	0.2	10	1.0	1.0	1.0
7	0	0.2	8	1.0	1.0	1.0
7	0	0.2	6	1.0	1.0	1.0
7	0	0.2	4	1.0	1.0	1.0
7	0	0.2	3	1.0	1.0	1.0
7	0	0.2	2	1.0	1.0	1.0
7	0	0.2	1	0.9062608166216011	0.9861111111111112	0.9883720930232558
8	0	0.2	20000	1.0	1.0	1.0
8	0	0.2	16000	1.0	1.0	1.0
8	0	0.2	12800	1.0	1.0	1.0
8	0	0.2	10240	1.0	1.0	1.0
8	0	0.2	8192	1.0	1.0	1.0
8	0	0.2	6553	1.0	1.0	1.0
8	0	0.2	5242	1.0	1.0	1.0
8	0	0.2	4193	1.0	1.0	1.0
8	0	0.2	3354	1.0	1.0	1.0
8	0	0.2	2683	1.0	1.0	1.0
8	0	0.2	2146	1.0	1.0	1.0
8	0	0.2	1716	1.0	1.0	1.0
8	0	0.2	1372	1.0	1.0	1.0
8	0	0.2	1097	1.0	1.0	1.0
8	0	0.2	877	1.0	1.0	1.0
8	0	0.2	701	1.0	1.0	1.0
8	0	0.2	560	1.0	1.0	1.0
8	0	0.2	448	1.0	1.0	1.0
8	0	0.2	358	1.0	1.0	1.0
8	0	0.2	286	1.0	1.0	1.0
8	0	0.2	228	1.0	1.0	1.0
8	0	0.2	182	1.0	1.0	1.0
8	0	0.2	145	1.0	1.0	1.0
8	0	0.2	116	1.0	1.0	1.0
8	0	0.2	92	1.0	1.0	1.0
8	0	0.2	73	1.0	1.0	1.0
8	0	0.2	58	1.0	1.0	1.0
8	0	0.2	46	1.0	1.0	1.0
8	0	0.2	36	1.0	1.0	1.0
8	0	0.2	28	1.0	1.0	1.0
8	0	0.2	22	1.0	1.0	1.0
8	0	0.2	17	1.0	1.0	1.0
8	0	0.2	13	1.0	1.0	1.0
8	0	0.2	10	1.0	1.0	1.0
8	0	0.2	8	1.0	1.0	1.0
8	0	0.2	6	1.0	1.0	1.0
8	0	0.2	4	1.0	1.0	1.0
8	0	0.2	3	1.0	1.0	1.0
8	0	0.2	2	1.0	1.0	1.0
8	0	0.2	1	0.9076099490428523	0.9861111111111112	0.9874999999999999
9	0	0.2	20000	1.0	1.0	1.0
9	0	0.2	16000	1.0	1.0	1.0
9	0	0.2	12800	1.0	1.0	1.0
9	0	0.2	10240	1.0	1.0	1.0
9	0	0.2	8192	1.0	1.0	1.0
9	0	0.2	6553	1.0	1.0	1.0
9	0	0.2	5242	1.0	1.0	1.0
9	0	0.2	4193	1.0	1.0	1.0
9	0	0.2	3354	1.0	1.0	1.0
9	0	0.2	2683	1.0	1.0	1.0
9	0	0.2	2146	1.0	1.0	1.0
9	0	0.2	1716	1.0	1.0	1.0
9	0	0.2	1372	1.0	1.0	1.0
9	0	0.2	1097	1.0	1.0	1.0
9	0	0.2	877	1.0	1.0	1.0
9	0	0.2	701	1.0	1.0	1.0
9	0	0.2	560	1.0	1.0	1.0
9	0	0.2	448	1.0	1.0	1.0
9	0	0.2	358	1.0	1.0	1.0
9	0	0.2	286	1.0	1.0	1.0
9	0	0.2	228	1.0	1.0	1.0
9	0	0.2	182	1.0	1.0	1.0
9	0	0.2	145	1.0	1.0	1.0
9	0	0.2	116	1.0	1.0	1.0
9	0	0.2	92	1.0	1.0	1.0
9	0	0.2	73	1.0	1.0	1.0
9	0	0.2	58	1.0	1.0	1.0
9	0	0.2	46	1.0	1.0	1.0
9	0	0.2	36	1.0	1.0	1.0
9	0	0.2	28	1.0	1.0	1.0
9	0	0.2	22	1.0	1.0	1.0
9	0	0.2	17	1.0	1.0	1.0
9	0	0.2	13	1.0	1.0	1.0
9	0	0.2	10	1.0	1.0	1.0
9	0	0.2	8	1.0	1.0	1.0
9	0	0.2	6	1.0	1.0	1.0
9	0	0.2	4	1.0	1.0	1.0
9	0	0.2	3	0.9056127392255152	0.9861111111111112	0.9886363636363636
9	0	0.2	2	1.0	1.0	1.0
9	0	0.2	1	0.8346468594924263	0.9722222222222222	0.9791666666666667
0	1	0.2	20000	1.0	1.0	1.0
0	1	0.2	16000	1.0	1.0	1.0
0	1	0.2	12800	1.0	1.0	1.0
0	1	0.2	10240	1.0	1.0	1.0
0	1	0.2	8192	1.0	1.0	1.0
0	1	0.2	6553	1.0	1.0	1.0
0	1	0.2	5242	1.0	1.0	1.0
0	1	0.2	4193	1.0	1.0	1.0
0	1	0.2	3354	1.0	1.0	1.0
0	1	0.2	2683	1.0	1.0	1.0
0	1	0.2	2146	1.0	1.0	1.0
0	1	0.2	1716	1.0	1.0	1.0
0	1	0.2	1372	1.0	1.0	1.0
0	1	0.2	1097	1.0	1.0	1.0
0	1	0.2	877	1.0	1.0	1.0
0	1	0.2	701	1.0	1.0	1.0
0	1	0.2	560	1.0	1.0	1.0
0	1	0.2	448	1.0	1.0	1.0
0	1	0.2	358	1.0	1.0	1.0
0	1	0.2	286	1.0	1.0	1.0
0	1	0.2	228	1.0	1.0	1.0
0	1	0.2	182	1.0	1.0	1.0
0	1	0.2	145	1.0	1.0	1.0
0	1	0.2	116	1.0	1.0	1.0
0	1	0.2	92	1.0	1.0	1.0
0	1	0.2	73	1.0	1.0	1.0
0	1	0.2	58	1.0	1.0	1.0
0	1	0.2	46	1.0	1.0	1.0
0	1	0.2	36	1.0	1.0	1.0
0	1	0.2	28	1.0	1.0	1.0
0	1	0.2	22	1.0	1.0	1.0
0	1	0.2	17	1.0	1.0	1.0
0	1	0.2	13	1.0	1.0	1.0
0	1	0.2	10	1.0	1.0	1.0
0	1	0.2	8	1.0	1.0	1.0
0	1	0.2	6	1.0	1.0	1.0
0	1	0.2	4	1.0	1.0	1.0
0	1	0.2	3	1.0	1.0	1.0
0	1	0.2	2	0.9062608166216011	0.9861111111111112	0.9883720930232558
0	1	0.2	1	0.6825805406595844	0.9444444444444444	0.9314381270903009
1	1	0.2	20000	1.0	1.0	1.0
1	1	0.2	16000	1.0	1.0	1.0
1	1	0.2	12800	1.0	1.0	1.0
1	1	0.2	10240	1.0	1.0	1.0
1	1	0.2	8192	1.0	1.0	1.0
1	1	0.2	6553	1.0	1.0	1.0
1	1	0.2	5242	1.0	1.0	1.0
1	1	0.2	4193	1.0	1.0	1.0
1	1	0.2	3354	1.0	1.0	1.0
1	1	0.2	2683	1.0	1.0	1.0
1	1	0.2	2146	1.0	1.0	1.0
1	1	0.2	1716	1.0	1.0	1.0
1	1	0.2	1372	1.0	1.0	1.0
1	1	0.2	1097	1.0	1.0	1.0
1	1	0.2	877	1.0	1.0	1.0
1	1	0.2	701	1.0	1.0	1.0
1	1	0.2	560	1.0	1.0	1.0
1	1	0.2	448	1.0	1.0	1.0
1	1	0.2	358	1.0	1.0	1.0
1	1	0.2	286	1.0	1.0	1.0
1	1	0.2	228	1.0	1.0	1.0
1	1	0.2	182	1.0	1.0	1.0
1	1	0.2	145	1.0	1.0	1.0
1	1	0.2	116	1.0	1.0	1.0
1	1	0.2	92	1.0	1.0	1.0
1	1	0.2	73	1.0	1.0	1.0
1	1	0.2	58	1.0	1.0	1.0
1	1	0.2	46	1.0	1.0	1.0
1	1	0.2	36	1.0	1.0	1.0
1	1	0.2	28	1.0	1.0	1.0
1	1	0.2	22	1.0	1.0	1.0
1	1	0.2	17	1.0	1.0	1.0
1	1	0.2	13	1.0	1.0	1.0
1	1	0.2	10	1.0	1.0	1.0
1	1	0.2	8	1.0	1.0	1.0
1	1	0.2	6	1.0	1.0	1.0
1	1	0.2	4	0.9006034180389615	0.9861111111111112	0.9791666666666667
1	1	0.2	3	0.8111383272821159	0.9722222222222222	0.9707792207792209
1	1	0.2	2	0.8146926127241132	0.9722222222222222	0.971675845790716
1	1	0.2	1	0.8125270270680529	0.9722222222222222	0.971130713712911
2	1	0.2	20000	1.0	1.0	1.0
2	1	0.2	16000	1.0	1.0	1.0
2	1	0.2	12800	1.0	1.0	1.0
2	1	0.2	10240	1.0	1.0	1.0
2	1	0.2	8192	1.0	1.0	1.0
2	1	0.2	6553	1.0	1.0	1.0
2	1	0.2	5242	1.0	1.0	1.0
2	1	0.2	4193	1.0	1.0	1.0
2	1	0.2	3354	1.0	1.0	1.0
2	1	0.2	2683	1.0	1.0	1.0
2	1	0.2	2146	1.0	1.0	1.0
2	1	0.2	1716	1.0	1.0	1.0
2	1	0.2	1372	1.0	1.0	1.0
2	1	0.2	1097	1.0	1.0	1.0
2	1	0.2	877	1.0	1.0	1.0
2	1	0.2	701	1.0	1.0	1.0
2	1	0.2	560	1.0	1.0	1.0
2	1	0.2	448	1.0	1.0	1.0
2	1	0.2	358	1.0	1.0	1.0
2	1	0.2	286	1.0	1.0	1.0
2	1	0.2	228	1.0	1.0	1.0
2	1	0.2	182	1.0	1.0	1.0
2	1	0.2	145	1.0	1.0	1.0
2	1	0.2	116	1.0	1.0	1.0
2	1	0.2	92	1.0	1.0	1.0
2	1	0.2	73	1.0	1.0	1.0
2	1	0.2	58	1.0	1.0	1.0
2	1	0.2	46	1.0	1.0	1.0
2	1	0.2	36	1.0	1.0	1.0
2	1	0.2	28	1.0	1.0	1.0
2	1	0.2	22	1.0	1.0	1.0
2	1	0.2	17	1.0	1.0	1.0
2	1	0.2	13	1.0	1.0	1.0
2	1	0.2	10	1.0	1.0	1.0
2	1	0.2	8	1.0	1.0	1.0
2	1	0.2	6	1.0	1.0	1.0
2	1	0.2	4	1.0	1.0	1.0
2	1	0.2	3	1.0	1.0	1.0
2	1	0.2	2	0.9056127392255152	0.9861111111111112	0.9827586206896552
2	1	0.2	1	0.7519506925455156	0.9583333333333334	0.9593749999999999
3	1	0.2	20000	1.0	1.0	1.0
3	1	0.2	16000	1.0	1.0	1.0
3	1	0.2	12800	1.0	1.0	1.0
3	1	0.2	10240	1.0	1.0	1.0
3	1	0.2	8192	1.0	1.0	1.0
3	1	0.2	6553	1.0	1.0	1.0
3	1	0.2	5242	1.0	1.0	1.0
3	1	0.2	4193	1.0	1.0	1.0
3	1	0.2	3354	1.0	1.0	1.0
3	1	0.2	2683	1.0	1.0	1.0
3	1	0.2	2146	1.0	1.0	1.0
3	1	0.2	1716	1.0	1.0	1.0
3	1	0.2	1372	1.0	1.0	1.0
3	1	0.2	1097	1.0	1.0	1.0
3	1	0.2	877	1.0	1.0	1.0
3	1	0.2	701	1.0	1.0	1.0
3	1	0.2	560	1.0	1.0	1.0
3	1	0.2	448	1.0	1.0	1.0
3	1	0.2	358	1.0	1.0	1.0
3	1	0.2	286	1.0	1.0	1.0
3	1	0.2	228	1.0	1.0	1.0
3	1	0.2	182	1.0	1.0	1.0
3	1	0.2	145	1.0	1.0	1.0
3	1	0.2	116	1.0	1.0	1.0
3	1	0.2	92	1.0	1.0	1.0
3	1	0.2	73	1.0	1.0	1.0
3	1	0.2	58	1.0	1.0	1.0
3	1	0.2	46	1.0	1.0	1.0
3	1	0.2	36	1.0	1.0	1.0
3	1	0.2	28	1.0	1.0	1.0
3	1	0.2	22	1.0	1.0	1.0
3	1	0.2	17	1.0	1.0	1.0
3	1	0.2	13	1.0	1.0	1.0
3	1	0.2	10	1.0	1.0	1.0
3	1	0.2	8	1.0	1.0	1.0
3	1	0.2	6	1.0	1.0	1.0
3	1	0.2	4	0.9062608166216011	0.9861111111111112	0.9883720930232558
3	1	0.2	3	0.9048570504206966	0.9861111111111112	0.9821428571428572
3	1	0.2	2	0.9062608166216011	0.9861111111111112	0.9883720930232558
3	1	0.2	1	0.4975953549803646	0.8888888888888888	0.8906372934697089
4	1	0.2	20000	1.0	1.0	1.0
4	1	0.2	16000	1.0	1.0	1.0
4	1	0.2	12800	1.0	1.0	1.0
4	1	0.2	10240	1.0	1.0	1.0
4	1	0.2	8192	1.0	1.0	1.0
4	1	0.2	6553	1.0	1.0	1.0
4	1	0.2	5242	1.0	1.0	1.0
4	1	0.2	4193	1.0	1.0	1.0
4	1	0.2	3354	1.0	1.0	1.0
4	1	0.2	2683	1.0	1.0	1.0
4	1	0.2	2146	1.0	1.0	1.0
4	1	0.2	1716	1.0	1.0	1.0
4	1	0.2	1372	1.0	1.0	1.0
4	1	0.2	1097	1.0	1.0	1.0
4	1	0.2	877	1.0	1.0	1.0
4	1	0.2	701	1.0	1.0	1.0
4	1	0.2	560	1.0	1.0	1.0
4	1	0.2	448	1.0	1.0	1.0
4	1	0.2	358	1.0	1.0	1.0
4	1	0.2	286	1.0	1.0	1.0
4	1	0.2	228	1.0	1.0	1.0
4	1	0.2	182	1.0	1.0	1.0
4	1	0.2	145	1.0	1.0	1.0
4	1	0.2	116	1.0	1.0	1.0
4	1	0.2	92	1.0	1.0	1.0
4	1	0.2	73	1.0	1.0	1.0
4	1	0.2	58	1.0	1.0	1.0
4	1	0.2	46	1.0	1.0	1.0
4	1	0.2	36	1.0	1.0	1.0
4	1	0.2	28	1.0	1.0	1.0
4	1	0.2	22	1.0	1.0	1.0
4	1	0.2	17	1.0	1.0	1.0
4	1	0.2	13	1.0	1.0	1.0
4	1	0.2	10	1.0	1.0	1.0
4	1	0.2	8	1.0	1.0	1.0
4	1	0.2	6	1.0	1.0	1.0
4	1	0.2	4	1.0	1.0	1.0
4	1	0.2	3	1.0	1.0	1.0
4	1	0.2	2	0.9081350633092536	0.9861111111111112	0.9864864864864865
4	1	0.2	1	0.8403989300452639	0.9722222222222222	0.9666666666666667
5	1	0.2	20000	1.0	1.0	1.0
5	1	0.2	16000	1.0	1.0	1.0
